,loss,rmse,val_loss,val_rmse
0,0.12961749732494354,0.33302566409111023,0.14603015780448914,0.3740015923976898
1,0.07587604224681854,0.24453085660934448,0.06132007762789726,0.2353048473596573
2,0.034319277852773666,0.15161468088626862,0.014796726405620575,0.10097096115350723
3,0.018896855413913727,0.11009596288204193,0.006199924275279045,0.06474283337593079
4,0.01841307245194912,0.10857604444026947,0.010649292729794979,0.08358003944158554
5,0.02256571687757969,0.12472669035196304,0.00828807707875967,0.07147186249494553
6,0.016048504039645195,0.10210255533456802,0.00565527006983757,0.0632852241396904
7,0.01778627373278141,0.10738115757703781,0.005735653918236494,0.06618916243314743
8,0.015791242942214012,0.10232603549957275,0.005618860945105553,0.06512189656496048
9,0.017754893749952316,0.10439930856227875,0.00559142604470253,0.06505775451660156
10,0.01415918953716755,0.09598805010318756,0.005446492228657007,0.06385018676519394
11,0.0160830058157444,0.10294880717992783,0.005488734692335129,0.06448370218276978
12,0.019134165719151497,0.10994785279035568,0.005512148141860962,0.06521118432283401
13,0.015107419341802597,0.09721978008747101,0.005406416952610016,0.06432127952575684
14,0.014243335463106632,0.10011546313762665,0.005284322891384363,0.06318000704050064
15,0.015059882774949074,0.09997355192899704,0.0051600392907857895,0.06133251264691353
16,0.016377940773963928,0.09964631497859955,0.005121835041791201,0.061444271355867386
17,0.012989673763513565,0.09073064476251602,0.005075096618384123,0.06092047691345215
18,0.014075151644647121,0.09641338139772415,0.005081201437860727,0.06058349832892418
19,0.015361528843641281,0.09901886433362961,0.005069446284323931,0.06037423014640808
20,0.015606781467795372,0.10381654649972916,0.005010731052607298,0.06134455278515816
21,0.01394407358020544,0.0919361412525177,0.005272894632071257,0.06468895077705383
22,0.014632639475166798,0.09385356307029724,0.005017415154725313,0.062128860503435135
23,0.015122511424124241,0.09968394786119461,0.005341008305549622,0.06545767933130264
24,0.01287616603076458,0.09281880408525467,0.005160356406122446,0.06409557908773422
25,0.011615020222961903,0.08660606294870377,0.00476820720359683,0.05928729847073555
26,0.014949461445212364,0.09838174283504486,0.004728260450065136,0.05907629430294037
27,0.013326686806976795,0.0919405072927475,0.005049578379839659,0.06342820078134537
28,0.010785691440105438,0.08554676920175552,0.004762336611747742,0.060326721519231796
29,0.0124224117025733,0.088779516518116,0.00460755405947566,0.05850447714328766
30,0.01282015535980463,0.087638258934021,0.004619963467121124,0.057555437088012695
31,0.012461074627935886,0.08806272596120834,0.004480255302041769,0.057319507002830505
32,0.012530790641903877,0.089531809091568,0.004456468392163515,0.05839395523071289
33,0.011437504552304745,0.08063116669654846,0.004793175961822271,0.06211651489138603
34,0.011742666363716125,0.08557232469320297,0.00493019400164485,0.06308169662952423
35,0.012512833811342716,0.09107412397861481,0.004370496142655611,0.0585816316306591
36,0.011278309859335423,0.08493777364492416,0.004685917869210243,0.06142903491854668
37,0.01244827639311552,0.08786351978778839,0.0044832960702478886,0.05990789458155632
38,0.011772220022976398,0.08484303951263428,0.004252022597938776,0.05795587971806526
39,0.011887176893651485,0.08845264464616776,0.004106458276510239,0.05641131475567818
40,0.012361555360257626,0.08751014620065689,0.0039253621362149715,0.05377607420086861
41,0.011241186410188675,0.08535381406545639,0.003914866130799055,0.05366608127951622
42,0.01118912361562252,0.08147187530994415,0.00436618784442544,0.059030551463365555
43,0.011532868258655071,0.08518731594085693,0.004091894719749689,0.056629639118909836
44,0.012326191179454327,0.08850385248661041,0.0037871161475777626,0.052401889115571976
45,0.0105731301009655,0.07929933071136475,0.0038810737896710634,0.05327894166111946
46,0.011877117678523064,0.083785779774189,0.0036859989631921053,0.05232517793774605
47,0.010070569813251495,0.08073370903730392,0.0037946507800370455,0.05400674417614937
48,0.00987454503774643,0.0791948065161705,0.003706214250996709,0.05301719531416893
49,0.010983637534081936,0.08174620568752289,0.003767868271097541,0.05268750712275505
50,0.01089088711887598,0.08372282981872559,0.003773679956793785,0.052735622972249985
51,0.009774341247975826,0.07809152454137802,0.0035937807988375425,0.052043963223695755
52,0.009003096260130405,0.07524192333221436,0.0045757959596812725,0.05927766487002373
53,0.010554359294474125,0.08185011893510818,0.004208006430417299,0.057141512632369995
54,0.009414535015821457,0.07761108130216599,0.003626785473898053,0.052663907408714294
55,0.009909316897392273,0.07810899615287781,0.0035058341454714537,0.05129343271255493
56,0.010906605049967766,0.0821860134601593,0.003499499289318919,0.05127829313278198
57,0.009105208329856396,0.07513444125652313,0.003544808132573962,0.05153487250208855
58,0.010813653469085693,0.08369480073451996,0.0035173576325178146,0.05135759711265564
59,0.00899289920926094,0.07510530948638916,0.0032660875003784895,0.04840630665421486
60,0.009723068214952946,0.07750070840120316,0.0033445965964347124,0.04948246106505394
61,0.009187903255224228,0.07307876646518707,0.003275032388046384,0.04833093285560608
62,0.01061469130218029,0.08487461507320404,0.003202031133696437,0.048237770795822144
63,0.009837212972342968,0.07755471020936966,0.0031869709491729736,0.048296961933374405
64,0.008406341075897217,0.06969455629587173,0.0031827297061681747,0.04843267798423767
65,0.008928836323320866,0.07363367080688477,0.003205062123015523,0.048398662358522415
66,0.009661243297159672,0.07766225934028625,0.003342359559610486,0.04980406165122986
67,0.00896422192454338,0.07427165657281876,0.003150366013869643,0.048235323280096054
68,0.0093237841501832,0.0724354088306427,0.003148266114294529,0.048481181263923645
69,0.011193584650754929,0.08388639986515045,0.003185251960530877,0.04909894987940788
70,0.010561071336269379,0.0791061595082283,0.003251338144764304,0.048779118806123734
71,0.009716353379189968,0.07812032103538513,0.003498135833069682,0.051293473690748215
72,0.008364449255168438,0.07215696573257446,0.003290788969025016,0.04931798204779625
73,0.009188821539282799,0.07422249019145966,0.003439157037064433,0.05049887299537659
74,0.010619139298796654,0.08267104625701904,0.003099445952102542,0.04852595925331116
75,0.00967103149741888,0.07835419476032257,0.003018472110852599,0.047523412853479385
76,0.008901134133338928,0.07419334352016449,0.003066996345296502,0.04834838584065437
77,0.008706135675311089,0.07388845086097717,0.002992123132571578,0.04743685945868492
78,0.0075939372181892395,0.0691019669175148,0.0029860578943043947,0.04754335805773735
79,0.009575474075973034,0.07694317400455475,0.002957205520942807,0.046598393470048904
80,0.007980942726135254,0.06944455206394196,0.003145230235531926,0.04917428269982338
81,0.009143511764705181,0.07285503298044205,0.003081283299252391,0.04886519908905029
82,0.008887744508683681,0.07460315525531769,0.0029719688463956118,0.04684022441506386
83,0.008440392091870308,0.0717574954032898,0.002977716736495495,0.04704035446047783
84,0.009409140795469284,0.0745401531457901,0.0029741220641881227,0.04714236781001091
85,0.008501785807311535,0.07283307611942291,0.00441461056470871,0.05601970851421356
86,0.008742454461753368,0.07626435905694962,0.0033064859453588724,0.049226582050323486
87,0.00841881800442934,0.07043123245239258,0.003570430912077427,0.05146123096346855
88,0.009213756769895554,0.07415260374546051,0.0032972628250718117,0.05036293342709541
89,0.009314014576375484,0.07605123519897461,0.0029520944226533175,0.04699265956878662
90,0.007970920763909817,0.07049204409122467,0.003067420795559883,0.04690207168459892
91,0.008526656776666641,0.07336807996034622,0.0029362074565142393,0.046901777386665344
92,0.008517486043274403,0.07258173823356628,0.0029788732063025236,0.04837964102625847
93,0.009650357998907566,0.07507450133562088,0.0031616343185305595,0.04971035197377205
94,0.008451147004961967,0.07278968393802643,0.0030150972306728363,0.048703406006097794
95,0.00859961099922657,0.07427839934825897,0.003361036302521825,0.04934173822402954
96,0.008988535962998867,0.07469160109758377,0.0029015487525612116,0.04697991535067558
97,0.009035106748342514,0.07531514763832092,0.0034488614182919264,0.05037015303969383
98,0.007603276055306196,0.06910047680139542,0.0028651226311922073,0.046278174966573715
99,0.00795068684965372,0.06953203678131104,0.003292718669399619,0.04856276139616966
100,0.008461427874863148,0.07292257249355316,0.0028652995824813843,0.04665588214993477
101,0.008142675273120403,0.06998049467802048,0.0033273466397076845,0.049854014068841934
102,0.008528598584234715,0.07186927646398544,0.0028313433285802603,0.045985639095306396
103,0.008063815534114838,0.070700503885746,0.0028282280545681715,0.046754609793424606
104,0.008126812055706978,0.07018137723207474,0.002855188911780715,0.04712200164794922
105,0.00835137628018856,0.07337863743305206,0.0030824083369225264,0.04689778387546539
106,0.00775361992418766,0.07024633139371872,0.002888208255171776,0.045735519379377365
107,0.008157643489539623,0.06843109428882599,0.0028010557871311903,0.04572625458240509
108,0.008477534167468548,0.07313594222068787,0.002784853568300605,0.04575752094388008
109,0.0073974221013486385,0.06778736412525177,0.002776883542537689,0.04587898775935173
110,0.00851524993777275,0.07278645783662796,0.002772947773337364,0.04536498710513115
111,0.007662054151296616,0.07060526311397552,0.003001188160851598,0.04645979404449463
112,0.008825821802020073,0.07269416749477386,0.003533943323418498,0.04955853894352913
113,0.008479646407067776,0.0732930600643158,0.002841704525053501,0.04666924476623535
114,0.008690102957189083,0.07273042947053909,0.003541015088558197,0.049550335854291916
115,0.007970068603754044,0.06911060214042664,0.0028211900498718023,0.04653635621070862
116,0.008229452185332775,0.07027173042297363,0.0038088762667030096,0.05088053271174431
117,0.008703961037099361,0.07567985355854034,0.003517216071486473,0.049253929406404495
118,0.007262932602316141,0.06669887900352478,0.0027865953743457794,0.04627816006541252
119,0.007670499384403229,0.06664282083511353,0.0031995654571801424,0.04867713525891304
120,0.00836351327598095,0.07239237427711487,0.002874073339626193,0.04621228203177452
121,0.007018922828137875,0.06680667400360107,0.0028858843725174665,0.04621365666389465
122,0.008104775100946426,0.06954118609428406,0.0028634851332753897,0.047108519822359085
123,0.007524935062974691,0.06927801668643951,0.0027607157826423645,0.046183180063962936
124,0.007870463654398918,0.0686521828174591,0.003026780439540744,0.04668744280934334
125,0.007857408374547958,0.07220394909381866,0.002939933678135276,0.0467078797519207
126,0.006567677482962608,0.06415384262800217,0.002796976128593087,0.04649847373366356
127,0.007487144321203232,0.06710565835237503,0.0029119951650500298,0.04740345478057861
128,0.007969418540596962,0.0715809017419815,0.0027659547049552202,0.046140071004629135
129,0.008009993471205235,0.06999386847019196,0.0027831231709569693,0.04610147699713707
130,0.007757164537906647,0.06965532153844833,0.0027638839092105627,0.045979514718055725
131,0.007433511782437563,0.06763652712106705,0.0029718412552028894,0.04762670397758484
132,0.007872851565480232,0.06906522810459137,0.002790571888908744,0.04633747413754463
133,0.007228461094200611,0.06589307636022568,0.002857217798009515,0.04646582901477814
134,0.007106793578714132,0.06665559858083725,0.0027954429388046265,0.0464666374027729
135,0.008321452885866165,0.0745447427034378,0.002790834754705429,0.04632745310664177
136,0.007142707239836454,0.06573212146759033,0.003248355584219098,0.04870005324482918
137,0.007760819047689438,0.07084657996892929,0.002824618248268962,0.04646208882331848
138,0.007865652441978455,0.06842807680368423,0.002776690060272813,0.0455658845603466
139,0.007073546294122934,0.06764895468950272,0.0027980932500213385,0.04553111270070076
140,0.007702338974922895,0.06605786830186844,0.0029747860971838236,0.0472019799053669
141,0.00771213648840785,0.06463790684938431,0.0028436873108148575,0.04653728008270264
142,0.007010682951658964,0.06452373415231705,0.002687887055799365,0.04534352943301201
143,0.007039573043584824,0.06788631528615952,0.0028042886406183243,0.04567014053463936
144,0.007800309453159571,0.06823858618736267,0.0027647968381643295,0.04611918330192566
145,0.0070617059245705605,0.06420470029115677,0.0030623835045844316,0.04680563136935234
146,0.006955222226679325,0.06607922911643982,0.002685264451429248,0.04479457437992096
147,0.006659892853349447,0.06553224474191666,0.0029303363990038633,0.04683242365717888
148,0.00703721446916461,0.06561508774757385,0.002939116908237338,0.046866729855537415
149,0.006762562785297632,0.06237073615193367,0.0027048999909311533,0.045408740639686584
150,0.007348319515585899,0.06665901094675064,0.00267772632651031,0.04525217041373253
151,0.0076502058655023575,0.06726162880659103,0.003038546768948436,0.04785257577896118
152,0.007905674166977406,0.06998947262763977,0.003018838120624423,0.04802759364247322
153,0.007708321325480938,0.06963805109262466,0.0028637952636927366,0.04615490511059761
154,0.007432959508150816,0.06705259531736374,0.002978008007630706,0.04637092351913452
155,0.00695464015007019,0.06696397811174393,0.002836037427186966,0.04683509096503258
156,0.007347995415329933,0.06803487241268158,0.0027133014518767595,0.045451581478118896
157,0.007218044716864824,0.06519544124603271,0.002832248108461499,0.04673611745238304
158,0.006497087888419628,0.06556882709264755,0.0027446020394563675,0.045742977410554886
159,0.007567472755908966,0.06829784065485,0.0030891618225723505,0.04690679907798767
160,0.008038381114602089,0.07102486491203308,0.0027610945980995893,0.045590102672576904
161,0.007222006097435951,0.06784837692975998,0.0027012669015675783,0.04533955827355385
162,0.00708945794031024,0.06605804711580276,0.002739613177254796,0.04512925073504448
163,0.007361477240920067,0.06815530359745026,0.002759791910648346,0.0449904166162014
164,0.006684815511107445,0.06448914855718613,0.003037957241758704,0.047290291637182236
165,0.007361606229096651,0.06698373705148697,0.0026636049151420593,0.04500393196940422
166,0.007119457237422466,0.06667528301477432,0.0038935260381549597,0.05081704258918762
167,0.007577505894005299,0.06830520927906036,0.0026758192107081413,0.04527925327420235
168,0.006265480536967516,0.06128663569688797,0.00315006822347641,0.04794101044535637
169,0.007736030966043472,0.06834578514099121,0.0025928972754627466,0.04436032101511955
170,0.007233696058392525,0.06860028952360153,0.0033015385270118713,0.04710662364959717
171,0.006596866995096207,0.06349564343690872,0.0028341279830783606,0.04517127200961113
172,0.006838161963969469,0.06650496274232864,0.0025481830816715956,0.04344905540347099
173,0.007010439410805702,0.06642985343933105,0.0026918768417090178,0.04495402052998543
174,0.007644117809832096,0.06690268963575363,0.002577913925051689,0.04419739916920662
175,0.006865967996418476,0.06582802534103394,0.002696082927286625,0.044781606644392014
176,0.0069618551060557365,0.06410287320613861,0.0031712662894278765,0.04693404212594032
177,0.007163952570408583,0.06709613651037216,0.0026565392035990953,0.04484657943248749
178,0.006887061521410942,0.06378285586833954,0.002633126685395837,0.044723182916641235
179,0.007075649220496416,0.06688527017831802,0.0026262926403433084,0.04477861151099205
